,Durchgang,Uhrzeit,Gebotindex,Geber,Ausgangswert,Anteil,Angebotskategorie,Reaktion,Reaktionszeit,subjectID,Teil
110,111,09:36:25:093,150,158.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,598.9,6,1
111,112,09:36:29:265,35,39.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,430.5,6,1
112,113,09:36:33:828,69,75.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,413.2,6,1
113,114,09:36:39:546,233,247.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,454.9,6,1
114,115,09:36:44:296,170,180.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,518.8,6,1
115,116,09:36:49:000,100,106.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,408.2,6,1
117,118,09:37:00:156,55,59.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,646.1,6,1
118,119,09:37:04:390,132,140.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,499.1,6,1
119,120,09:37:09:921,60,66.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,507.4,6,1
120,121,09:37:14:953,73,79.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,431.9,6,1
121,122,09:37:18:875,156,166.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,545.6,6,1
122,123,09:37:24:109,208,220.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,446.1,6,1
124,125,09:37:33:562,50,54.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,320.1,6,1
125,126,09:37:37:906,85,91.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,464.9,6,1
126,127,09:37:43:421,237,251.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,593.9,6,1
127,128,09:37:49:718,26,26.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,459.2,6,1
128,129,09:37:56:437,176,186.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,467.7,6,1
129,130,09:38:01:734,64,70.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,453.4,6,1
130,131,09:38:06:531,235,249.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,459.3,6,1
132,133,09:38:18:015,7,7.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,499.9,6,1
133,134,09:38:23:234,178,188.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,481.1,6,1
134,135,09:38:27:531,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,531.9,6,1
136,137,09:38:39:750,148,156.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,373.4,6,1
137,138,09:38:44:578,123,131.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,466.0,6,1
138,139,09:38:49:031,169,179.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,470.0,6,1
139,140,09:38:53:859,70,76.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,435.4,6,1
0,1,09:40:18:781,190,202.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,671.5,6,2
1,2,09:40:24:046,175,185.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,459.2,6,2
2,3,09:40:29:875,200,212.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,416.2,6,2
3,4,09:40:33:968,213,227.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,433.7,6,2
4,5,09:40:38:375,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,456.6,6,2
6,7,09:40:48:828,22,22.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,609.5,6,2
7,8,09:40:54:593,168,178.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,497.0,6,2
8,9,09:40:59:234,90,96.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,437.1,6,2
10,11,09:41:08:609,166,176.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,442.3,6,2
11,12,09:41:13:187,121,129.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,553.1,6,2
12,13,09:41:17:281,227,241.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,460.1,6,2
13,14,09:41:21:750,29,33.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,391.5,6,2
14,15,09:41:26:750,58,62.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,422.1,6,2
15,16,09:41:31:843,47,51.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,408.0,6,2
16,17,09:41:37:515,107,113.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,354.9,6,2
17,18,09:41:42:609,41,45.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,756.7,6,2
18,19,09:41:48:546,228,242.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,620.9,6,2
19,20,09:41:53:734,109,115.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,483.3,6,2
20,21,09:41:58:421,205,217.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,477.9,6,2
22,23,09:42:11:859,36,40.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,359.0,6,2
23,24,09:42:16:250,67,73.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,381.8,6,2
24,25,09:42:21:578,223,237.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,574.2,6,2
26,27,09:42:32:937,6,6.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,482.7,6,2
27,28,09:42:38:765,195,207.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,511.6,6,2
29,30,09:42:51:015,23,23.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,465.2,6,2
30,31,09:42:55:828,79,85.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,422.4,6,2
32,33,09:43:06:406,157,167.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,386.6,6,2
33,34,09:43:12:828,89,95.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,519.9,6,2
34,35,09:43:19:250,130,138.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,451.9,6,2
36,37,09:43:30:953,52,56.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,515.6,6,2
37,38,09:43:36:937,17,17.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,481.0,6,2
39,40,09:43:47:218,51,55.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,425.3,6,2
40,41,09:43:54:125,191,203.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,419.1,6,2
41,42,09:43:59:531,174,184.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,456.2,6,2
42,43,09:44:04:953,207,219.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,413.2,6,2
44,45,09:44:14:093,149,157.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,459.9,6,2
45,46,09:44:20:984,33,37.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,445.0,6,2
47,48,09:44:37:265,125,133.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,363.5,6,2
48,49,09:44:43:390,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,412.2,6,2
49,50,09:44:49:265,1,1.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,503.1,6,2
50,51,09:44:54:500,216,230.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,474.9,6,2
51,52,09:44:59:375,124,132.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,550.2,6,2
52,53,09:45:04:203,20,20.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,426.8,6,2
54,55,09:45:14:343,152,162.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,441.8,6,2
56,57,09:45:25:406,84,90.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,394.5,6,2
57,58,09:45:30:359,224,238.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,626.4,6,2
58,59,09:45:36:281,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,634.5,6,2
59,60,09:45:40:843,203,215.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,402.7,6,2
60,61,09:45:45:609,158,168.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,441.9,6,2
61,62,09:45:52:328,221,235.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,410.5,6,2
62,63,09:45:58:140,38,42.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,423.3,6,2
63,64,09:46:04:265,28,28.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,512.8,6,2
64,65,09:46:08:609,151,161.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,480.9,6,2
65,66,09:46:13:953,10,10.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,528.6,6,2
66,67,09:46:19:546,202,214.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,550.2,6,2
67,68,09:46:23:828,236,250.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,761.8,6,2
68,69,09:46:28:046,201,213.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,399.3,6,2
69,70,09:46:34:109,72,78.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,762.1,6,2
71,72,09:46:45:734,97,103.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,380.5,6,2
73,74,09:46:57:468,92,98.0,11.0,5.0,Topf_klein_Aufteilung3,Abgelehnt,338.9,6,2
74,75,09:47:02:109,115,121.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,551.0,6,2
75,76,09:47:07:390,171,181.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,529.4,6,2
76,77,09:47:11:906,128,136.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,443.5,6,2
77,78,09:47:17:859,25,25.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,451.0,6,2
78,79,09:47:23:375,204,216.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,396.0,6,2
79,80,09:47:28:968,43,47.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,354.3,6,2
80,81,09:47:33:109,209,221.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,426.5,6,2
81,82,09:47:37:750,225,239.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,447.2,6,2
82,83,09:47:43:468,108,114.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,471.5,6,2
83,84,09:47:48:750,145,153.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,450.6,6,2
84,85,09:47:53:796,83,89.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,374.4,6,2
85,86,09:47:59:515,93,99.0,19.0,5.0,Topf_gross_Aufteilung3,Abgelehnt,423.3,6,2
86,87,09:48:04:796,197,209.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,442.4,6,2
88,89,09:48:13:703,74,80.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,361.9,6,2
89,90,09:48:19:953,222,236.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,430.0,6,2
90,91,09:48:27:593,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,416.8,6,2
91,92,09:48:33:078,37,41.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,539.2,6,2
92,93,09:48:39:453,54,58.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,497.8,6,2
94,95,09:48:49:171,160,170.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,409.0,6,2
96,97,09:49:01:312,232,246.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,638.6,6,2
98,99,09:49:11:343,116,122.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,385.0,6,2
99,100,09:49:15:625,138,146.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,420.5,6,2
100,101,09:49:19:906,75,81.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,526.7,6,2
101,102,09:49:24:609,88,94.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,513.4,6,2
103,104,09:49:36:234,34,38.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,427.2,6,2
104,105,09:49:40:875,101,107.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,383.8,6,2
105,106,09:49:45:296,2,2.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,469.2,6,2
106,107,09:49:52:250,198,210.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,500.4,6,2
107,108,09:49:57:031,127,135.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,459.0,6,2
108,109,09:50:03:515,239,253.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,396.9,6,2
109,110,09:50:08:281,199,211.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,572.2,6,2
110,111,09:50:15:250,172,182.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,531.3,6,2
111,112,09:50:19:375,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,468.2,6,2
112,113,09:50:25:406,187,199.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,464.3,6,2
113,114,09:50:29:984,39,43.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,407.7,6,2
114,115,09:50:35:984,46,50.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,500.6,6,2
115,116,09:50:40:421,103,109.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,546.0,6,2
116,117,09:50:45:234,4,4.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,455.2,6,2
117,118,09:50:50:906,230,244.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,666.2,6,2
118,119,09:50:57:203,215,229.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,595.5,6,2
119,120,09:51:02:593,16,16.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,426.0,6,2
120,121,09:51:08:968,8,8.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,511.9,6,2
121,122,09:51:15:562,234,248.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,853.8,6,2
122,123,09:51:21:328,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,549.4,6,2
123,124,09:51:26:468,104,110.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,429.1,6,2
124,125,09:51:31:609,133,141.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,453.7,6,2
125,126,09:51:37:468,13,13.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,384.6,6,2
126,127,09:51:42:015,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,1521.3,6,2
127,128,09:51:47:750,15,15.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,369.5,6,2
128,129,09:51:52:281,112,118.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,410.3,6,2
129,130,09:51:56:625,118,124.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,346.4,6,2
130,131,09:52:02:078,57,61.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,494.1,6,2
131,132,09:52:10:640,167,177.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,532.5,6,2
132,133,09:52:15:531,120,126.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,494.5,6,2
134,135,09:52:26:796,159,169.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,399.7,6,2
135,136,09:52:33:000,9,9.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,389.1,6,2
136,137,09:52:37:671,238,252.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1328.4,6,2
137,138,09:52:41:343,144,152.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,387.5,6,2
138,139,09:52:45:843,154,164.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,446.3,6,2
139,140,09:52:50:375,142,150.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,471.0,6,2
140,Gesamtkennwerte der Versuchsperson,,,,,,,,,6,2
141,"Kennwerte für die verschiedenen Ausgangskonstellationen, Reihenfolge Anzahl, Reaktionsmittelwert",,,,,,,,,6,2
142,Topf_klein_Aufteilung1:,18,539,539.0,61.0,,,,,6,2
143,Topf_klein_Aufteilung2:,31,496,496.0,1.0,,,,,6,2
144,Topf_klein_Aufteilung3:,7,481,481.0,1.0,,,,,6,2
145,Topf_gross_Aufteilung1:,2,481,481.0,53.0,,,,,6,2
146,Topf_gross_Aufteilung2:,29,477,477.0,5.0,,,,,6,2
147,Topf_gross_Aufteilung3:,29,429,429.0,2.0,,,,,6,2
148,Fehler:,1,,,,,,,,6,2
149,Zusatzbetrag:,19,,,,,,,,6,2
0,1,10:17:20:078,76,82.0,11.0,1.0,Topf_klein_Aufteilung1,Fehler,0.0,7,1
2,3,10:17:29:984,119,125.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,553.2,7,1
3,4,10:17:35:359,80,86.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,463.6,7,1
4,5,10:17:41:125,101,107.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,479.1,7,1
5,6,10:17:46:250,180,190.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,479.7,7,1
6,7,10:17:50:281,39,43.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,317.3,7,1
7,8,10:17:55:046,190,202.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,588.6,7,1
8,9,10:17:59:843,218,232.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,442.6,7,1
10,11,10:18:07:984,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,433.9,7,1
11,12,10:18:12:703,50,54.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,515.1,7,1
13,14,10:18:22:781,200,212.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,435.5,7,1
14,15,10:18:29:562,167,177.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,442.1,7,1
15,16,10:18:35:625,70,76.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,612.9,7,1
16,17,10:18:40:500,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,328.1,7,1
17,18,10:18:45:718,9,9.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,893.2,7,1
19,20,10:18:55:750,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,335.7,7,1
20,21,10:19:00:531,193,205.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,326.3,7,1
21,22,10:19:06:703,85,91.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1197.1,7,1
22,23,10:19:10:921,189,201.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,538.6,7,1
23,24,10:19:16:406,198,210.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,605.0,7,1
24,25,10:19:21:203,217,231.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,619.6,7,1
25,26,10:19:27:015,64,70.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,688.4,7,1
26,27,10:19:32:328,34,38.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,641.4,7,1
28,29,10:19:43:265,36,40.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,479.6,7,1
29,30,10:19:48:187,49,53.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,384.9,7,1
30,31,10:19:52:812,130,138.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,493.5,7,1
31,32,10:19:59:671,238,252.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,632.6,7,1
32,33,10:20:04:765,114,120.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,627.1,7,1
34,35,10:20:15:296,113,119.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,418.0,7,1
35,36,10:20:20:218,125,133.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,362.7,7,1
36,37,10:20:24:562,202,214.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,282.8,7,1
38,39,10:20:36:984,156,166.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,213.6,7,1
39,40,10:20:42:984,100,106.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,467.0,7,1
40,41,10:20:49:156,29,33.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,633.8,7,1
41,42,10:20:53:734,111,117.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,231.7,7,1
43,44,10:21:02:625,96,102.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,344.6,7,1
44,45,10:21:07:343,182,194.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,474.7,7,1
46,47,10:21:19:062,84,90.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,393.2,7,1
47,48,10:21:24:875,79,85.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,301.9,7,1
48,49,10:21:28:859,123,131.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,540.9,7,1
49,50,10:21:34:625,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,260.5,7,1
50,51,10:21:39:015,173,183.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,490.6,7,1
51,52,10:21:44:968,57,61.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,642.1,7,1
52,53,10:21:50:906,69,75.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,482.4,7,1
53,54,10:21:57:625,185,197.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,266.8,7,1
54,55,10:22:03:140,199,211.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,556.5,7,1
55,56,10:22:09:156,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,608.7,7,1
57,58,10:22:18:000,40,44.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,315.5,7,1
58,59,10:22:23:937,65,71.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,291.6,7,1
59,60,10:22:29:656,151,161.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,372.6,7,1
60,61,10:22:35:968,30,34.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,277.3,7,1
61,62,10:22:41:187,197,209.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,307.1,7,1
63,64,10:22:51:406,131,139.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,317.5,7,1
64,65,10:22:55:437,120,126.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,755.0,7,1
65,66,10:23:02:390,72,78.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,593.4,7,1
66,67,10:23:08:531,206,218.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,426.1,7,1
67,68,10:23:14:046,160,170.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,651.2,7,1
68,69,10:23:19:453,98,104.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,336.2,7,1
69,70,10:23:25:531,149,157.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,403.0,7,1
70,71,10:23:31:765,15,15.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,383.0,7,1
72,73,10:23:41:031,110,116.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,544.5,7,1
73,74,10:23:46:734,154,164.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,450.0,7,1
74,75,10:23:53:265,132,140.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,474.6,7,1
75,76,10:23:58:687,22,22.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,439.0,7,1
76,77,10:24:05:343,239,253.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,450.1,7,1
77,78,10:24:09:953,8,8.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,343.6,7,1
78,79,10:24:16:609,91,97.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,578.7,7,1
79,80,10:24:25:234,211,225.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,318.4,7,1
80,81,10:24:31:843,67,73.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,339.0,7,1
81,82,10:24:37:171,230,244.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,356.1,7,1
82,83,10:24:43:781,44,48.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,385.2,7,1
83,84,10:24:48:953,12,12.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,392.4,7,1
84,85,10:24:53:578,95,101.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,525.1,7,1
85,86,10:24:59:171,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,730.8,7,1
86,87,10:25:04:187,201,213.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,272.6,7,1
87,88,10:25:08:140,166,176.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,456.9,7,1
88,89,10:25:13:312,47,51.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,392.1,7,1
90,91,10:25:22:703,231,245.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,412.9,7,1
91,92,10:25:29:656,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,491.8,7,1
92,93,10:25:35:250,42,46.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,417.5,7,1
93,94,10:25:40:062,75,81.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,407.4,7,1
94,95,10:25:44:171,176,186.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,913.1,7,1
95,96,10:25:49:796,19,19.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,589.4,7,1
96,97,10:25:56:703,38,42.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,583.0,7,1
97,98,10:26:03:531,118,124.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,466.9,7,1
99,100,10:26:15:546,97,103.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,613.1,7,1
100,101,10:26:22:437,23,23.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,582.9,7,1
101,102,10:26:27:125,81,87.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,609.5,7,1
103,104,10:26:36:203,203,215.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,579.0,7,1
104,105,10:26:41:671,142,150.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,357.5,7,1
105,106,10:26:46:187,172,182.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,342.8,7,1
106,107,10:26:50:843,86,92.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,298.8,7,1
107,108,10:26:56:968,181,193.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,363.5,7,1
109,110,10:27:08:390,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,550.2,7,1
111,112,10:27:19:109,174,184.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,684.9,7,1
112,113,10:27:24:609,2,2.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,534.6,7,1
